fifa_version,short_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,club_name,nationality_name
24.0,D. Toköz,"CM, CDM, RB",74,71.0,68.0,71.0,75.0,73.0,74.0,Adana Demirspor,Turkey
24.0,T. Ebuehi,RB,74,87.0,51.0,60.0,72.0,69.0,72.0,Empoli,Nigeria
24.0,J. Kenny,"RB, LB",74,71.0,49.0,64.0,69.0,73.0,69.0,Hertha BSC,England
24.0,J. Larsson,"RW, ST",74,82.0,72.0,69.0,75.0,34.0,71.0,København,Sweden
24.0,P. Stojanović,RB,74,78.0,51.0,70.0,71.0,69.0,73.0,Sampdoria,Slovenia
24.0,R. Manning,"LWB, LB",74,68.0,60.0,73.0,74.0,68.0,72.0,Southampton,Republic of Ireland
24.0,J. Gorenc Stanković,CDM,74,45.0,46.0,59.0,66.0,75.0,82.0,Sturm Graz,Slovenia
24.0,Borja Mayoral,"ST, RM, LM",74,64.0,74.0,67.0,74.0,38.0,65.0,Getafe,Spain
24.0,E. Mor,"RW, LW",74,89.0,65.0,66.0,83.0,38.0,59.0,Fenerbahçe,Turkey
24.0,A. Ounas,"RM, ST",74,83.0,66.0,70.0,79.0,44.0,63.0,Lille,Algeria
24.0,J. Elías,"CM, RM, RWB",74,68.0,66.0,72.0,72.0,68.0,73.0,San Lorenzo,Argentina
24.0,K. Mac Allister,"CB, RB",74,76.0,55.0,60.0,72.0,74.0,79.0,Union Saint-Gilloise,Argentina
24.0,H. Onyekuru,LM,74,92.0,70.0,64.0,76.0,35.0,56.0,Al Fayha,Nigeria
24.0,Mario González,ST,74,68.0,74.0,64.0,73.0,22.0,66.0,Los Angeles FC,Spain
24.0,A. Guðmundsson,"ST, LM, RM",74,84.0,73.0,68.0,78.0,36.0,71.0,Genoa,Iceland
24.0,J. Savarino,"LM, RM",74,82.0,71.0,67.0,78.0,37.0,64.0,Real Salt Lake,Venezuela
24.0,Calero,"CB, CDM, RB",74,62.0,42.0,66.0,68.0,75.0,73.0,Espanyol,Spain
24.0,Chris Ramos,"ST, LM, RM",74,81.0,73.0,63.0,72.0,35.0,67.0,Cádiz,Spain
24.0,Neto Borges,"LWB, LB",74,70.0,50.0,65.0,72.0,69.0,80.0,Clermont,Brazil
24.0,Carlos Neva,"LB, LM",74,77.0,52.0,62.0,70.0,71.0,68.0,Granada,Spain
24.0,R. Rojas,"RB, CB",74,81.0,56.0,64.0,66.0,73.0,76.0,Tigre,Paraguay
24.0,A. Palavecino,"CM, CAM",74,77.0,72.0,74.0,77.0,62.0,65.0,River Plate,Argentina
24.0,F. Panák,"CB, CDM",74,70.0,53.0,66.0,70.0,74.0,73.0,Sparta Praha,Czech Republic
24.0,L. Provod,"LM, CM",74,72.0,72.0,74.0,74.0,67.0,81.0,Slavia Praha,Czech Republic
24.0,L. Sadílek,"CM, CDM",74,69.0,63.0,73.0,73.0,68.0,69.0,Sparta Praha,Czech Republic
24.0,M. Eikrem,"CAM, ST",74,64.0,71.0,76.0,74.0,33.0,48.0,Molde,Norway
24.0,Bebé,"LM, RM",74,82.0,78.0,71.0,72.0,41.0,85.0,Rayo Vallecano,Cape Verde Islands
24.0,A. Begović,GK,74,,,,,,,Queens Park Rangers,Bosnia and Herzegovina
24.0,V. Odjidja-Ofoe,"CM, CAM",74,43.0,69.0,75.0,72.0,68.0,74.0,Hajduk Split,Belgium
24.0,M. Torrén,CB,74,68.0,49.0,65.0,63.0,74.0,76.0,Argentinos Juniors,Argentina
24.0,E. Vecchio,"CAM, CM",74,64.0,72.0,76.0,73.0,60.0,70.0,Racing Club,Argentina
24.0,M. Gradel,"LM, LW",74,74.0,74.0,71.0,77.0,42.0,61.0,Gaziantep F.K.,Côte d'Ivoire
24.0,Oier,GK,74,,,,,,,FC Andorra,Spain
24.0,Zanka,CB,74,53.0,39.0,58.0,57.0,74.0,78.0,Brentford,Denmark
24.0,Fran Mérida,"CM, CDM",74,55.0,72.0,77.0,72.0,67.0,70.0,Tianjin Jinmen Tiger,Spain
24.0,S. Terodde,ST,74,54.0,75.0,55.0,66.0,38.0,77.0,Schalke 04,Germany
24.0,C. Benteke,ST,74,46.0,75.0,62.0,67.0,32.0,75.0,DC United,Belgium
24.0,M. Coda,ST,74,61.0,75.0,58.0,71.0,25.0,65.0,Cremonese,Italy
24.0,Ö. Toprak,CB,74,62.0,39.0,59.0,67.0,76.0,72.0,Antalyaspor,Turkey
24.0,O. Norwood,"CDM, CM",74,48.0,66.0,77.0,67.0,68.0,63.0,Sheffield United,Northern Ireland
24.0,R. Zieler,GK,74,,,,,,,Hannover 96,Germany
24.0,G. Kakuta,"CAM, CM, ST",74,71.0,72.0,72.0,77.0,40.0,61.0,Amiens SC,Congo DR
24.0,L. Fer,"CDM, CM, CB",74,64.0,66.0,71.0,70.0,71.0,81.0,Alanyaspor,Netherlands
24.0,J. Ward,RB,74,51.0,52.0,68.0,66.0,77.0,70.0,Crystal Palace,England
24.0,A. Ramsey,"CM, CAM",74,47.0,68.0,77.0,77.0,65.0,61.0,Cardiff City,Wales
24.0,S. Ulreich,GK,74,,,,,,,FC Bayern München,Germany
24.0,C. Zambrano,CB,74,53.0,48.0,59.0,66.0,73.0,77.0,Alianza Lima,Peru
24.0,M. Isla,RB,74,74.0,53.0,72.0,73.0,70.0,71.0,Independiente,Chile
24.0,C. Álvarez,GK,74,,,,,,,Real Zaragoza,Argentina
24.0,V. Wanyama,"CDM, CM",74,50.0,63.0,65.0,70.0,71.0,88.0,CF Montréal,Kenya
24.0,R. Jack,"CM, CDM",74,59.0,66.0,71.0,73.0,71.0,77.0,Rangers,Scotland
24.0,L. Cooper,CB,74,48.0,35.0,56.0,57.0,75.0,72.0,Leeds United,Scotland
24.0,Kiko Femenía,"RB, RWB",74,73.0,56.0,70.0,72.0,71.0,67.0,Villarreal,Spain
24.0,N. Clyne,RB,74,63.0,60.0,70.0,71.0,74.0,64.0,Crystal Palace,England
24.0,T. Arslan,"CM, CDM",74,63.0,73.0,74.0,76.0,70.0,67.0,Melbourne City,Germany
24.0,A. Smith,"RB, RWB",74,64.0,60.0,70.0,70.0,73.0,71.0,AFC Bournemouth,England
24.0,Kike García,ST,74,54.0,75.0,64.0,72.0,44.0,72.0,Deportivo Alavés,Spain
24.0,Escudero,"LB, LM",74,66.0,62.0,72.0,70.0,74.0,68.0,Real Valladolid,Spain
24.0,L. Cabrera,"CB, LB",74,55.0,45.0,55.0,54.0,75.0,80.0,Espanyol,Uruguay
24.0,L. Rodríguez,"ST, CF, CAM",74,64.0,77.0,75.0,79.0,43.0,67.0,Central Cordoba SdE,Argentina
24.0,M. Klich,"CM, CDM, CF",74,64.0,71.0,74.0,72.0,66.0,71.0,DC United,Poland
24.0,M. Gonalons,"CDM, CM",74,40.0,61.0,70.0,67.0,73.0,66.0,Clermont,France
24.0,J. Larsen,"RB, LB",74,74.0,60.0,68.0,72.0,69.0,76.0,Trabzonspor,Denmark
24.0,V. Le Goff,"LB, LWB, CB",74,67.0,60.0,67.0,70.0,71.0,71.0,Lorient,France
24.0,K. Darlow,GK,74,,,,,,,Leeds United,England
24.0,F. Đuričić,"CAM, LM",74,69.0,69.0,73.0,76.0,42.0,59.0,Panathinaikos,Serbia
24.0,K. Musona,"CAM, LM, LW",74,72.0,72.0,73.0,74.0,42.0,76.0,Al Riyadh,Zimbabwe
24.0,P. Jansson,CB,74,50.0,42.0,54.0,60.0,73.0,76.0,Malmö FF,Sweden
24.0,Borja García,"CM, LM, CAM",74,72.0,70.0,74.0,75.0,60.0,65.0,Girona,Spain
24.0,W. Khazri,"ST, LM, CAM",74,67.0,78.0,75.0,76.0,43.0,70.0,Montpellier,Tunisia
24.0,M. Leckie,"LM, RM, CM",74,81.0,68.0,68.0,75.0,63.0,80.0,Melbourne City,Australia
24.0,T. Cairney,"CM, CAM",74,56.0,72.0,77.0,75.0,62.0,65.0,Fulham,Scotland
24.0,Moisés,"CAM, CM, CDM",74,66.0,74.0,73.0,71.0,71.0,78.0,Shandong Taishan,Brazil
24.0,C. Lampe,GK,74,,,,,,,Bolívar,Bolivia
24.0,S. Verdi,"CF, CAM",74,76.0,73.0,75.0,78.0,43.0,49.0,Como,Italy
24.0,J. Ayew,"RW, LW",74,74.0,72.0,69.0,77.0,55.0,73.0,Crystal Palace,Ghana
24.0,Samu Sáiz,"CAM, LM",74,76.0,73.0,73.0,77.0,31.0,69.0,Sivasspor,Spain
24.0,S. Araujo,"ST, CAM",74,76.0,75.0,68.0,75.0,46.0,78.0,AEK Athens,Argentina
24.0,B. Stambouli,"CDM, CB, CM",74,51.0,58.0,66.0,71.0,71.0,75.0,Adana Demirspor,France
24.0,Germán,CB,74,45.0,40.0,57.0,54.0,76.0,78.0,Racing Santander,Spain
24.0,F. Midtsjø,"CM, CDM",74,76.0,63.0,73.0,72.0,72.0,78.0,Pendikspor,Norway
24.0,N. Mendy,"CDM, CM",74,57.0,54.0,69.0,75.0,73.0,65.0,Lens,Senegal
24.0,Sergio Álvarez,"CDM, RB, CB",74,59.0,65.0,67.0,67.0,70.0,80.0,SD Eibar,Spain
24.0,R. Barkley,"CAM, CM",74,67.0,72.0,73.0,75.0,56.0,70.0,Luton Town,England
24.0,L. Hejda,CB,74,55.0,35.0,55.0,62.0,73.0,81.0,Viktoria Plzeň,Czech Republic
24.0,J. Zelený,"LWB, LM, CB",74,73.0,62.0,68.0,71.0,72.0,75.0,Sparta Praha,Czech Republic
24.0,B. Martins Indi,CB,74,37.0,42.0,58.0,58.0,76.0,78.0,AZ Alkmaar,Netherlands
24.0,Sergi Gómez,CB,74,62.0,46.0,61.0,60.0,74.0,72.0,Espanyol,Spain
24.0,André André,"CM, CDM",74,63.0,69.0,75.0,75.0,68.0,70.0,Vitória SC,Portugal
24.0,Josué,"CAM, CM, CF",74,37.0,72.0,78.0,76.0,52.0,64.0,Legia Warszawa,Portugal
24.0,L. Caldirola,CB,74,43.0,42.0,63.0,60.0,76.0,69.0,Monza,Italy
24.0,A. Christiansen,"CM, CAM",74,69.0,73.0,72.0,76.0,65.0,72.0,Malmö FF,Denmark
24.0,A. Maher,"CDM, CM",74,66.0,70.0,73.0,74.0,70.0,70.0,Damac,Netherlands
24.0,Yoon Bit Garam,"CM, CDM",74,68.0,68.0,76.0,72.0,61.0,66.0,Suwon,Korea Republic
24.0,R. Žulj,"CAM, CF",74,60.0,75.0,76.0,73.0,40.0,73.0,LASK Linz,Austria
24.0,D. Nagbe,"CM, CDM",74,76.0,67.0,71.0,78.0,63.0,73.0,Columbus Crew,United States
24.0,D. da Costa,"RWB, RM",74,78.0,56.0,65.0,69.0,71.0,81.0,FSV Mainz 05,Germany
24.0,J. Stephens,CB,74,43.0,42.0,61.0,67.0,75.0,72.0,Southampton,England
24.0,J. Vestergaard,CB,74,33.0,48.0,61.0,48.0,74.0,77.0,Leicester City,Denmark
24.0,D. Foulquier,"RB, RWB, CB",74,74.0,60.0,64.0,67.0,73.0,76.0,Valencia,France
24.0,V. Misidjan,"LM, RM",74,84.0,70.0,66.0,79.0,31.0,58.0,Al Tai,Netherlands
24.0,J. Brabec,CB,74,68.0,51.0,62.0,63.0,73.0,77.0,,Czech Republic
24.0,J. Jønsson,"CDM, CM",74,71.0,56.0,65.0,68.0,74.0,75.0,AEK Athens,Denmark
24.0,H. Van Crombrugge,GK,74,,,,,,,Genk,Belgium
24.0,Luís Neto,CB,74,58.0,37.0,54.0,56.0,77.0,72.0,Sporting CP,Portugal
24.0,S. Schwab,"CM, CDM",74,63.0,71.0,75.0,72.0,70.0,75.0,PAOK,Austria
24.0,L. Melgarejo,"ST, LM",74,84.0,72.0,65.0,76.0,56.0,70.0,Libertad,Paraguay
24.0,J. Egan,CB,74,64.0,46.0,54.0,61.0,73.0,78.0,Sheffield United,Republic of Ireland
24.0,M. Nastasić,CB,74,61.0,36.0,62.0,56.0,74.0,73.0,Mallorca,Serbia
24.0,R. Schoofs,"CM, CDM, CAM",74,55.0,69.0,73.0,73.0,66.0,64.0,Mechelen,Belgium
24.0,S. Ristovski,"RB, CB, RM",74,81.0,61.0,66.0,68.0,71.0,79.0,Dinamo Zagreb,North Macedonia
24.0,C. Chambers,"CB, RB, CDM",74,62.0,56.0,70.0,68.0,75.0,70.0,Aston Villa,England
24.0,W. Hughes,"CM, CDM",74,48.0,63.0,77.0,74.0,68.0,61.0,Crystal Palace,England
24.0,C. Bacca,ST,74,63.0,75.0,64.0,73.0,32.0,63.0,Junior,Colombia
24.0,L. Veldwijk,ST,74,57.0,75.0,54.0,65.0,33.0,83.0,Suwon,South Africa
24.0,D. Kourbelis,"CDM, CB, CM",74,75.0,52.0,64.0,67.0,72.0,76.0,Trabzonspor,Greece
24.0,T. Foket,RB,74,70.0,57.0,68.0,71.0,72.0,72.0,Stade de Reims,Belgium
24.0,H. Magnússon,"CB, LB",74,69.0,50.0,68.0,60.0,75.0,75.0,Panathinaikos,Iceland
24.0,A. Duncan,CM,74,72.0,64.0,72.0,74.0,76.0,81.0,Fiorentina,Ghana
24.0,Rubén Sobrino,"LM, RM, ST",74,75.0,74.0,71.0,76.0,37.0,63.0,Cádiz,Spain
24.0,S. Mitrović,CB,74,32.0,34.0,54.0,53.0,74.0,81.0,Getafe,Serbia
24.0,E. Mena,LB,74,75.0,52.0,69.0,70.0,70.0,72.0,Universidad Católica,Chile
24.0,J. Brenet,"RB, LB",74,86.0,53.0,67.0,73.0,69.0,70.0,FC Twente,Netherlands
24.0,C. Burgess,CB,74,37.0,34.0,53.0,51.0,76.0,80.0,Union Saint-Gilloise,England
24.0,R. Quioto,ST,74,81.0,73.0,69.0,72.0,22.0,79.0,CF Montréal,Honduras
24.0,P. De Blasis,"CAM, CM",74,68.0,72.0,75.0,77.0,64.0,46.0,Gimnasia La Plata,Argentina
24.0,F. Ceccherini,CB,74,62.0,48.0,58.0,63.0,75.0,74.0,Fatih Karagümrük,Italy
24.0,T. Lockyer,CB,74,64.0,36.0,54.0,61.0,74.0,79.0,Luton Town,Wales
24.0,J. Irvine,CM,74,72.0,68.0,70.0,69.0,72.0,79.0,St. Pauli,Australia
24.0,K. Linetty,"CM, CF",74,63.0,63.0,71.0,75.0,72.0,68.0,Torino,Poland
24.0,J. Swift,"CAM, CM",74,64.0,74.0,74.0,76.0,58.0,59.0,West Bromwich Albion,England
24.0,Alex Muñoz,"LB, CB",74,82.0,68.0,64.0,66.0,70.0,81.0,Levante,Spain
24.0,G. Güvenç,GK,74,,,,,,,Galatasaray,Turkey
24.0,M. Meyer,"CAM, CM",74,63.0,67.0,76.0,75.0,63.0,63.0,Luzern,Germany
24.0,R. Gagliardini,"CDM, CM",74,47.0,63.0,70.0,71.0,75.0,71.0,Monza,Italy
24.0,Hwang Ui Jo,"ST, LW",74,77.0,75.0,64.0,75.0,42.0,74.0,Norwich City,Korea Republic
24.0,Jo Hyeon Woo,GK,74,,,,,,,Ulsan,Korea Republic
24.0,Tiago Silva,"CM, CAM",74,70.0,77.0,75.0,75.0,64.0,59.0,Vitória SC,Portugal
24.0,W. Saïd,ST,74,72.0,74.0,67.0,77.0,30.0,58.0,Lens,France
24.0,Tozé,"CM, CAM",74,74.0,76.0,76.0,79.0,54.0,58.0,Al Hazem,Portugal
24.0,Ó. Duarte,CB,74,38.0,47.0,54.0,54.0,75.0,76.0,Al Wahda,Costa Rica
24.0,D. Amartey,CB,74,60.0,55.0,62.0,68.0,75.0,73.0,Beşiktaş,Ghana
24.0,S. Kritsyuk,GK,74,,,,,,,Gil Vicente,Russia
24.0,Joo Min Kyu,ST,74,65.0,76.0,56.0,70.0,44.0,81.0,Ulsan,Korea Republic
24.0,A. Tameze,"CM, CDM",74,78.0,64.0,68.0,77.0,74.0,77.0,Torino,France
24.0,Puertas,"RM, LM",74,76.0,72.0,71.0,73.0,43.0,74.0,Granada,Spain
24.0,M. Uhre,ST,74,88.0,73.0,51.0,70.0,33.0,78.0,Philadelphia Union,Denmark
24.0,R. Christie,"RM, RW",74,77.0,71.0,72.0,75.0,65.0,75.0,AFC Bournemouth,Scotland
24.0,C. Cueva,"CAM, LW, CM",74,74.0,69.0,73.0,76.0,41.0,60.0,Alianza Lima,Peru
24.0,C. Izquierdoz,CB,74,48.0,53.0,53.0,53.0,75.0,82.0,Sporting Gijón,Argentina
24.0,L. Díaz,ST,74,69.0,74.0,63.0,69.0,27.0,74.0,Lanús,Argentina
24.0,D. Rodríguez,GK,74,,,,,,,Godoy Cruz,Argentina
24.0,L. Miranda,CM,74,75.0,67.0,75.0,75.0,67.0,68.0,Racing Club,Argentina
24.0,M. Catalán,"CB, RB",74,82.0,58.0,66.0,65.0,74.0,78.0,Talleres Córdoba,Chile
24.0,B. Alemán,"CM, CAM, LM",74,71.0,74.0,77.0,72.0,66.0,72.0,Banfield,Uruguay
24.0,L. López,CB,74,59.0,52.0,49.0,61.0,75.0,75.0,Al Khaleej,Argentina
24.0,I. Marcone,"CDM, CM",74,45.0,62.0,71.0,68.0,72.0,77.0,Independiente,Argentina
24.0,D. Benedetto,ST,74,71.0,76.0,69.0,73.0,34.0,67.0,Boca Juniors,Argentina
24.0,F. Zuqui,"CM, CDM",74,73.0,63.0,75.0,73.0,68.0,72.0,Estudiantes,Argentina
24.0,L. Janson,"LM, LW",74,83.0,70.0,66.0,77.0,41.0,65.0,Boca Juniors,Argentina
24.0,P. Zinckernagel,"CAM, CF, LW",74,86.0,70.0,70.0,76.0,42.0,69.0,Club Brugge,Denmark
24.0,L. Gil,"CM, CDM, CAM",74,63.0,67.0,75.0,72.0,66.0,76.0,Colo-Colo,Argentina
24.0,A. Izzo,CB,74,56.0,33.0,47.0,65.0,75.0,75.0,Monza,Italy
24.0,C. Stanković,GK,74,,,,,,,AEK Athens,Austria
24.0,L. Shankland,"ST, CF, CAM",74,66.0,77.0,62.0,72.0,28.0,78.0,Hearts,Scotland
24.0,M. Tisserand,"CB, RB",74,72.0,58.0,67.0,67.0,73.0,82.0,Al Ettifaq,Congo DR
24.0,Y. Lodygin,GK,74,,,,,,,Panathinaikos,Russia
24.0,M. Philipp,"CF, CAM",74,77.0,75.0,69.0,77.0,42.0,59.0,SC Freiburg,Germany
24.0,Akapo,"RB, LB",74,83.0,52.0,60.0,69.0,72.0,74.0,San Jose Earthquakes,Equatorial Guinea
24.0,L. Dubois,"RB, LB",74,68.0,58.0,73.0,71.0,73.0,70.0,Galatasaray,France
24.0,W. Hoedt,CB,74,58.0,46.0,69.0,60.0,75.0,73.0,Watford,Netherlands
24.0,S. Uçan,"CM, CDM, CAM",74,57.0,70.0,75.0,75.0,66.0,65.0,Beşiktaş,Turkey
24.0,M. Simon,"LM, ST",74,88.0,68.0,68.0,78.0,33.0,61.0,Nantes,Nigeria
24.0,J. De Sart,"CM, CDM",74,41.0,72.0,76.0,70.0,72.0,71.0,Gent,Belgium
24.0,A. Martín Arias,GK,74,,,,,,,Argentinos Juniors,Argentina
24.0,R. Carrera,"CM, LM, RM",74,79.0,71.0,73.0,73.0,64.0,75.0,Atlético Tucumán,Argentina
24.0,G. Nkoudou,"LW, LM",74,93.0,67.0,68.0,78.0,34.0,58.0,Damac,Cameroon
24.0,Zaldúa,RB,74,62.0,37.0,66.0,65.0,73.0,73.0,Cádiz,Spain
24.0,J. Pohjanpalo,ST,74,68.0,75.0,62.0,70.0,37.0,72.0,Venezia,Finland
24.0,Iza Carcelén,"RB, RM",74,76.0,58.0,70.0,70.0,69.0,70.0,Cádiz,Spain
24.0,H. Kamara,"LWB, LM, LB",74,84.0,59.0,67.0,73.0,67.0,76.0,Udinese,Côte d'Ivoire
24.0,A. Čolak,ST,74,67.0,76.0,58.0,70.0,34.0,76.0,Parma,Croatia
24.0,S. Sydorchuk,CDM,74,66.0,68.0,67.0,69.0,69.0,73.0,Westerlo,Ukraine
24.0,A. Roa,"CAM, LM, LW",74,76.0,67.0,73.0,78.0,54.0,63.0,Huracán,Colombia
24.0,J. Rinne,GK,74,,,,,,,Al Fateh,Sweden
24.0,O. Duda,"CM, CAM, CF",74,69.0,72.0,73.0,78.0,61.0,62.0,Hellas Verona,Slovakia
24.0,B. Schmitz,RB,74,61.0,50.0,71.0,70.0,75.0,74.0,FC Köln,Germany
24.0,M. Nakamba,"CDM, CM",74,59.0,49.0,62.0,71.0,74.0,75.0,Luton Town,Zimbabwe
24.0,A. Zedadka,"RB, RWB",74,80.0,55.0,65.0,72.0,67.0,66.0,Lille,Algeria
24.0,Z. Kalmár,"CAM, LM",74,65.0,73.0,73.0,73.0,50.0,60.0,,Hungary
24.0,Munir,GK,74,,,,,,,Al Wahda,Morocco
24.0,A. Bouchalakis,"CM, CDM",74,57.0,70.0,73.0,71.0,71.0,77.0,Hertha BSC,Greece
24.0,Y. Gómez Andrade,CB,74,66.0,33.0,49.0,56.0,73.0,85.0,Seattle Sounders,Colombia
24.0,J. Otero,"RM, ST, LM",74,91.0,75.0,67.0,73.0,31.0,73.0,Sporting Gijón,Colombia
24.0,J. Rodríguez,"CDM, CB, CM",74,61.0,61.0,62.0,69.0,73.0,80.0,Estudiantes,Argentina
24.0,I. Ordets,CB,74,63.0,53.0,49.0,46.0,75.0,82.0,VfL Bochum 1848,Ukraine
24.0,K. Narey,"RM, RB",74,82.0,68.0,67.0,75.0,62.0,73.0,Al Khaleej,Germany
24.0,Lekue,"RB, LB",74,81.0,62.0,68.0,70.0,69.0,73.0,Athletic Club,Spain
24.0,G. Kerk,"RW, ST",74,91.0,71.0,64.0,74.0,36.0,72.0,Antwerp,Netherlands
24.0,Murilo,"RM, RW, LM",74,86.0,69.0,66.0,77.0,25.0,65.0,Gil Vicente,Brazil
24.0,C. Espinoza,"RM, RW",74,81.0,69.0,69.0,73.0,42.0,65.0,San Jose Earthquakes,Argentina
24.0,O. Colley,CB,74,64.0,31.0,48.0,55.0,73.0,84.0,Beşiktaş,Gambia
24.0,T. Minamino,"LM, RM",74,76.0,73.0,69.0,79.0,38.0,61.0,Monaco,Japan
24.0,F. Fattori,"CDM, CM",74,67.0,54.0,68.0,72.0,70.0,76.0,Huracán,Argentina
24.0,Melero,"CM, CAM, CDM",74,49.0,75.0,73.0,70.0,70.0,74.0,Almería,Spain
24.0,A. Castro,"LM, CM, CAM",74,77.0,72.0,73.0,74.0,66.0,69.0,Tigre,Argentina
24.0,M. Wanitzek,CM,74,73.0,68.0,76.0,74.0,59.0,68.0,Karlsruher SC,Germany
24.0,L. Godoy,"RB, RWB",74,86.0,57.0,63.0,70.0,68.0,78.0,Estudiantes,Argentina
24.0,L. Görtler,CM,74,68.0,70.0,76.0,69.0,59.0,79.0,St. Gallen,Germany
24.0,B. Valdez,CB,74,56.0,40.0,58.0,58.0,74.0,80.0,Boca Juniors,Paraguay
24.0,Toni Villa,"LM, RM",74,74.0,65.0,73.0,77.0,53.0,48.0,Girona,Spain
24.0,D. Mancini,"RW, LW, CAM",74,80.0,70.0,70.0,76.0,59.0,68.0,Panathinaikos,Argentina
24.0,Enzo Marteiro,GK,74,,,,,,,Flamengo,Brazil
24.0,Vinicius Cardenha,"RB, CB",74,73.0,49.0,60.0,68.0,71.0,70.0,Fluminense,Brazil
24.0,Osvaldo Lodeiro,"CB, RB, LB",74,73.0,49.0,53.0,54.0,75.0,71.0,Bragantino,Brazil
24.0,Mauri Borgho,"RB, CDM",74,76.0,63.0,71.0,70.0,72.0,67.0,São Paulo,Brazil
24.0,Caio Nunson,"CB, LB",74,59.0,50.0,61.0,59.0,73.0,77.0,Fortaleza,Brazil
24.0,Eltildo Correia,"CB, RB, LB",74,56.0,50.0,61.0,51.0,76.0,74.0,Atlético Mineiro,Brazil
24.0,Claudiano Sobrino,"CDM, CM",74,73.0,57.0,74.0,72.0,70.0,75.0,Botafogo,Brazil
24.0,Douglas Carvalheira,LB,74,90.0,40.0,61.0,71.0,69.0,69.0,Flamengo,Brazil
24.0,Edval Anton,"CDM, CM, CAM",74,70.0,56.0,71.0,72.0,72.0,69.0,Fortaleza,Brazil
24.0,Dani Rochelinhas,"CAM, CM",74,76.0,63.0,72.0,76.0,34.0,59.0,Athletico Paranaense,Brazil
24.0,Meirelinson,CB,74,71.0,45.0,66.0,72.0,75.0,71.0,Corinthians,Brazil
24.0,Adrian Scitto,GK,74,,,,,,,Botafogo,Brazil
24.0,Lino Essier,CB,74,67.0,45.0,68.0,66.0,73.0,80.0,São Paulo,Brazil
24.0,Gérson Damesio,CB,74,51.0,42.0,49.0,57.0,76.0,75.0,Flamengo,Brazil
24.0,Germano Cuba,"LB, CAM, LM",74,88.0,68.0,68.0,76.0,67.0,57.0,Palmeiras,Brazil
24.0,Michael Dimeira,"CAM, RM",74,86.0,64.0,71.0,78.0,39.0,52.0,São Paulo,Brazil
24.0,Kaimo Lima,"CB, CDM, LB",74,74.0,63.0,69.0,68.0,75.0,70.0,Fluminense,Brazil
24.0,Ailtio Coelho,LM,74,82.0,72.0,71.0,74.0,38.0,62.0,São Paulo,Brazil
24.0,Edercinho Sepa,CDM,74,72.0,72.0,65.0,67.0,74.0,72.0,Botafogo,Brazil
24.0,Murilo Sancha,"RM, CM",74,78.0,67.0,69.0,73.0,66.0,71.0,América Mineiro,Brazil
24.0,Elias Fontoira,CDM,74,69.0,69.0,74.0,73.0,73.0,69.0,Internacional,Brazil
24.0,Diegildo Ramos,"ST, RM",74,30.0,79.0,67.0,67.0,28.0,72.0,Flamengo,Brazil
24.0,José Mirazar,"CAM, LM, LW",74,72.0,65.0,76.0,76.0,35.0,65.0,Botafogo,Brazil
24.0,Roni Gameira,"ST, CF",74,80.0,75.0,58.0,73.0,29.0,63.0,Athletico Paranaense,Brazil
24.0,Nicholas Aldair,ST,74,67.0,75.0,68.0,72.0,38.0,78.0,Fluminense,Brazil
24.0,Benjamin Meseira,RB,74,79.0,45.0,61.0,69.0,69.0,74.0,Athletico Paranaense,Brazil
24.0,Gustavo Sauer,"RW, RM",74,71.0,71.0,74.0,77.0,55.0,72.0,Rizespor,Brazil
24.0,F. Selemani,"LM, CAM",74,82.0,73.0,71.0,77.0,56.0,61.0,Al Hazem,Comoros
24.0,J. Mišić,"CDM, CM",74,68.0,69.0,77.0,65.0,68.0,75.0,Dinamo Zagreb,Croatia
24.0,Iván Alejo,"RM, LM",74,80.0,72.0,72.0,76.0,46.0,67.0,Cádiz,Spain
24.0,Curro Sánchez,"RM, CAM, CM",74,76.0,73.0,72.0,74.0,42.0,50.0,Burgos,Spain
24.0,T. Henry,ST,74,57.0,74.0,64.0,66.0,39.0,78.0,Hellas Verona,France
24.0,T. Asano,"RM, CAM",74,90.0,68.0,62.0,78.0,32.0,68.0,VfL Bochum 1848,Japan
24.0,B. Merlini,"LM, LW, RM",74,85.0,66.0,68.0,77.0,41.0,56.0,Libertad,Argentina
24.0,Mardial Cunha,CB,74,74.0,41.0,60.0,53.0,77.0,66.0,Fortaleza,Brazil
24.0,C. Cáceda,GK,74,,,,,,,Melgar,Peru
24.0,C. Quintana,CB,74,48.0,37.0,48.0,49.0,75.0,79.0,Rosario Central,Argentina
24.0,E. Karaca,"RM, CF",74,78.0,63.0,71.0,77.0,44.0,49.0,Alanyaspor,Turkey
24.0,L. Höler,"ST, CF",74,63.0,74.0,51.0,63.0,51.0,81.0,SC Freiburg,Germany
24.0,João Talocha,LB,74,71.0,38.0,62.0,67.0,69.0,77.0,Farense,Portugal
24.0,Pedrinho,"CM, CAM",74,77.0,70.0,76.0,77.0,59.0,59.0,Ankaragücü,Portugal
24.0,Jorge Praceira,CB,74,66.0,40.0,56.0,61.0,76.0,74.0,Palmeiras,Brazil
24.0,Douglas Armeira,RB,74,72.0,57.0,63.0,69.0,72.0,74.0,Palmeiras,Brazil
24.0,Roberto Soira,CB,74,55.0,45.0,52.0,63.0,74.0,73.0,Goiás,Brazil
